PlotId, DensityPreFire ,DensityPostfire,DensityKilled,BAPre sq/ft,BAPost sq/ft,BAKld sq/ft,CanCov Prefire,CanCov Postfire,CanCov Diff,DBHKldAvg (inch),MortAvg4 percent,MortAvg percent 
CS-ILOP-20-80-10-7,100,84,16,218,183,35,58,51,6,20,16,16
CS-JUCI-20-80-10-7,100,83,17,218,181,37,58,51,7,20,17,17
CS-JUNI-20-80-10-7,100,83,17,218,181,37,58,51,7,20,17,17
CS-JUOC-20-80-10-7,100,86,14,218,187,31,50,45,5,20,14,14
CS-JUVI-20-80-10-7,100,82,18,218,180,39,59,52,7,20,18,18
CS-LALA-20-80-10-7,100,73,27,218,159,60,38,29,9,20,27,27
CS-LALY-20-80-10-7,100,89,11,218,193,25,37,33,3,20,11,11
CS-LAOC-20-80-10-7,100,98,2,218,215,3,38,38,0,20,2,2
CS-CADE27-20-80-10-7,100,99,1,218,215,3,59,59,1,20,1,1
CS-LIST2-20-80-10-7,100,92,8,218,201,17,58,55,3,20,8,8
CS-LITU-20-80-10-7,100,89,11,218,193,25,58,53,4,20,11,11
CS-LIDE3-20-80-10-7,100,89,11,218,195,23,58,54,4,20,11,11
CS-MAPO-20-80-10-7,100,80,20,218,174,45,58,50,8,20,20,20
CS-MAAC-20-80-10-7,100,79,21,218,171,47,58,49,9,20,21,21
CS-MAGR4-20-80-10-7,100,75,25,218,164,54,58,48,10,20,25,25
CS-MAMA2-20-80-10-7,100,75,25,218,164,54,58,48,10,20,25,25
CS-MAGSPP-20-80-10-7,100,81,19,218,178,40,58,50,7,20,19,19
CS-MAVI2-20-80-10-7,100,82,18,218,180,39,58,51,7,20,18,18
CS-MALPRU-20-80-10-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-MALSPP-20-80-10-7,100,85,15,218,185,34,58,52,6,20,15,15
CS-MOAL-20-80-10-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-MORU2-20-80-10-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-MORSPP-20-80-10-7,100,75,25,218,164,54,58,48,10,20,25,25
CS-NYAQ2-20-80-10-7,100,91,9,218,199,19,58,54,3,20,9,9
CS-NYOG-20-80-10-7,100,91,9,218,199,19,58,54,3,20,9,9
CS-NYBI-20-80-10-7,100,91,9,218,199,19,58,54,3,20,9,9
CS-OSVI-20-80-10-7,100,80,20,218,174,45,58,50,8,20,20,20
CS-PATO2-20-80-10-7,100,89,11,218,193,25,58,53,4,20,11,11
CS-PEBO-20-80-10-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-PIAB-20-80-10-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PIEN-20-80-10-7,100,48,52,218,104,114,38,20,17,20,52,52
CS-PIGL-20-80-10-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PIMA-20-80-10-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PIPU-20-80-10-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PIRU-20-80-10-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PISI-20-80-10-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PIAL-20-80-10-7,100,84,16,218,184,34,41,36,5,20,16,16
CS-PIAT-20-80-10-7,100,71,29,218,155,63,45,35,10,20,29,29
CS-PIBA2-20-80-10-7,100,82,18,218,180,39,39,33,6,20,18,18
CS-PICL-20-80-10-7,100,78,22,218,169,49,39,31,7,20,22,22
CS-PICO-20-80-10-7,100,84,16,218,184,34,39,34,5,20,16,16
CS-PIEC2-20-80-10-7,100,80,20,218,174,45,49,42,8,20,20,20
CS-PIEL-20-80-10-7,100,91,9,218,198,20,49,46,3,20,9,9
CS-PIFL2-20-80-10-7,100,71,29,218,155,63,41,31,10,20,29,29
CS-PIGL2-20-80-10-7,100,78,22,218,169,49,39,31,7,20,22,22
CS-PIJE-20-80-10-7,100,94,6,218,205,14,55,53,2,20,6,6
CS-PILA-20-80-10-7,100,89,11,218,193,25,50,46,4,20,11,11
CS-PIMO3-20-80-10-7,100,78,22,218,169,49,38,31,7,20,22,22
CS-PIPA2-20-80-10-7,100,100,0,218,218,0,49,49,0,0,0,0
CS-PIPO-20-80-10-7,100,94,6,218,205,14,49,47,2,20,6,6
CS-PIPU5-20-80-10-7,100,82,18,218,180,39,39,33,6,20,18,18
CS-PIRE-20-80-10-7,100,85,15,218,185,34,39,34,5,20,15,15
CS-PIRI-20-80-10-7,100,86,14,218,187,31,39,34,4,20,14,14
CS-PISA2-20-80-10-7,100,75,25,218,164,54,49,40,9,20,25,25
CS-PISE-20-80-10-7,100,93,7,218,202,16,39,36,2,20,7,7
CS-PIST-20-80-10-7,100,86,14,218,187,31,38,34,4,20,14,14
CS-PISY-20-80-10-7,100,71,29,218,155,63,39,29,9,20,29,29
CS-PITA-20-80-10-7,100,89,11,218,195,23,49,46,4,20,11,11
CS-PIVI2-20-80-10-7,100,75,25,218,164,54,39,31,8,20,25,25
CS-PLOC-20-80-10-7,100,75,25,218,164,54,58,48,10,20,25,25
CS-POBA2-20-80-10-7,100,82,18,218,180,39,77,70,7,20,18,18
CS-POGR4-20-80-10-7,100,81,19,218,178,40,65,57,8,20,19,19
CS-POHE4-20-80-10-7,100,89,11,218,193,25,77,73,4,20,11,11
CS-POTR12-20-80-10-7,100,22,78,218,49,169,65,21,44,20,78,78
CS-PRAM-20-80-10-7,100,82,18,218,180,39,58,51,7,20,18,18
CS-PREM-20-80-10-7,100,93,7,218,202,16,50,47,3,20,7,7
CS-PRPE2-20-80-10-7,100,86,14,218,187,31,50,45,5,20,14,14
CS-PRSE2-20-80-10-7,100,71,29,218,155,63,50,39,11,20,29,29
CS-PRVI-20-80-10-7,100,82,18,218,180,39,50,43,7,20,18,18
CS-PSME-20-80-10-7,100,88,12,218,193,25,58,53,4,20,12,12
CS-QUAG-20-80-10-7,100,89,11,218,193,25,85,81,4,20,11,11
CS-QUBI-20-80-10-7,100,86,14,218,187,31,85,80,5,20,14,14
CS-QUCH2-20-80-10-7,100,61,39,218,134,84,85,68,16,20,39,39
CS-QUDU-20-80-10-7,100,75,25,218,164,54,85,76,9,20,25,25
CS-QUEL-20-80-10-7,100,81,19,218,176,42,85,78,7,20,19,19
CS-QUFA-20-80-10-7,100,85,15,218,186,32,85,80,5,20,15,15
CS-QUGA4-20-80-10-7,100,70,30,218,152,66,85,73,12,20,30,30
CS-QUIM-20-80-10-7,100,83,17,218,181,37,85,79,6,20,17,17
CS-QUIN-20-80-10-7,100,81,19,218,176,42,85,78,7,20,19,19
CS-QUKE-20-80-10-7,100,71,29,218,155,63,85,74,11,20,29,29
CS-QULA2-20-80-10-7,100,80,20,218,174,45,85,77,7,20,20,20
CS-QULA3-20-80-10-7,100,79,21,218,171,47,85,77,8,20,21,21
CS-QULO-20-80-10-7,100,85,15,218,185,34,85,79,5,20,15,15
CS-QULY-20-80-10-7,100,81,19,218,178,40,85,78,6,20,19,19
CS-QUMA2-20-80-10-7,100,84,16,218,183,35,85,79,5,20,16,16
CS-QUMI-20-80-10-7,100,87,13,218,189,29,85,80,4,20,13,13
CS-QUMU-20-80-10-7,100,84,16,218,183,35,85,79,5,20,16,16
CS-QUNI-20-80-10-7,100,79,21,218,171,47,85,77,8,20,21,21
CS-QUTE-20-80-10-7,100,71,29,218,155,63,85,74,11,20,29,29
CS-QUPA2-20-80-10-7,100,83,17,218,181,37,85,79,6,20,17,17
CS-QUPH-20-80-10-7,100,83,17,218,181,37,85,79,6,20,17,17
CS-QURU-20-80-10-7,100,84,16,218,183,35,85,79,5,20,16,16
CS-QUSH-20-80-10-7,100,80,20,218,174,45,85,77,7,20,20,20
CS-QUESPP-20-80-10-7,100,86,14,218,187,31,85,80,5,20,14,14
CS-QUST-20-80-10-7,100,85,15,218,186,32,85,80,5,20,15,15
CS-QUVI-20-80-10-7,100,85,15,218,185,34,85,79,5,20,15,15
CS-QUWI2-20-80-10-7,100,76,24,218,167,51,85,76,9,20,24,24
CS-ROPS-20-80-10-7,100,88,12,218,192,26,58,53,5,20,12,12
CS-SABE2-20-80-10-7,100,82,18,218,180,39,50,43,7,20,18,18
CS-SANI-20-80-10-7,100,82,18,218,180,39,50,43,7,20,18,18
CS-SALSPP-20-80-10-7,100,83,17,218,181,37,50,44,6,20,17,17
CS-SOAM3-20-80-10-7,100,82,18,218,180,39,58,51,7,20,18,18
CS-TABR2-20-80-10-7,100,63,37,218,138,80,50,35,14,20,37,37
CS-TADI2-20-80-10-7,100,63,37,218,138,80,58,42,16,20,37,37
CS-TAAS-20-80-10-7,100,84,16,218,183,35,58,51,6,20,16,16
CS-THOC2-20-80-10-7,100,63,37,218,138,80,59,43,16,20,37,37
CS-THPL-20-80-10-7,100,78,22,218,169,49,59,50,9,20,22,22
CS-TIAM-20-80-10-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-TSCA-20-80-10-7,100,81,19,218,178,40,69,62,8,20,19,19
CS-TSHE-20-80-10-7,100,82,18,218,180,39,69,62,7,20,18,18
CS-TSME-20-80-10-7,100,82,18,218,180,39,41,35,6,20,18,18
CS-ULAL-20-80-10-7,100,73,27,218,159,60,58,46,11,20,27,27
CS-ULAM-20-80-10-7,100,73,27,218,159,60,58,46,11,20,27,27
CS-ULPU-20-80-10-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-ULRU-20-80-10-7,100,74,26,218,161,57,58,47,11,20,26,26
CS-ULMSPP-20-80-10-7,100,81,19,218,178,40,58,50,7,20,19,19
CS-ULTH-20-80-10-7,100,75,25,218,164,54,58,48,10,20,25,25
CS-UMCA-20-80-10-7,100,65,35,218,142,76,58,43,15,20,35,35
CS-ABAM-20-80-80-7,100,87,13,218,190,28,47,42,5,20,13,13
CS-ABBA-20-80-80-7,100,73,27,218,159,60,45,35,10,20,27,27
CS-ABCO-20-80-80-7,100,97,3,218,212,6,45,44,1,20,3,3
CS-ABGR-20-80-80-7,100,84,16,218,184,34,54,48,6,20,16,16
CS-ABLA-20-80-80-7,100,84,16,218,184,34,34,30,4,20,16,16
CS-ABMA-20-80-80-7,100,91,9,218,198,20,43,40,3,20,9,9
CS-ABPR-20-80-80-7,100,86,14,218,187,31,52,46,5,20,14,14
CS-ACBA3-20-80-80-7,100,70,30,218,152,66,77,64,13,20,30,30
CS-ACMA3-20-80-80-7,100,61,39,218,134,84,77,60,18,20,39,39
CS-ACNE2-20-80-80-7,100,76,24,218,167,51,77,68,10,20,24,24
CS-ACNI5-20-80-80-7,100,78,22,218,169,49,77,68,9,20,22,22
CS-ACPE-20-80-80-7,100,86,14,218,187,31,77,72,5,20,14,14
CS-ACSA2-20-80-80-7,100,73,27,218,159,60,77,66,11,20,27,27
CS-ACSA3-20-80-80-7,100,75,25,218,164,54,77,67,10,20,25,25
CS-ACSP2-20-80-80-7,100,82,18,218,180,39,77,70,7,20,18,18
CS-AEGL-20-80-80-7,100,79,21,218,171,47,58,49,9,20,21,21
CS-AEFL-20-80-80-7,100,89,11,218,193,25,58,53,4,20,11,11
CS-AIAL-20-80-80-7,100,89,11,218,193,25,58,53,4,20,11,11
CS-ALRH2-20-80-80-7,100,51,49,218,112,106,79,56,24,20,49,49
CS-ALRU2-20-80-80-7,100,51,49,218,112,106,79,56,24,20,49,49
CS-AMAR3-20-80-80-7,100,89,11,218,193,25,58,53,4,20,11,11
CS-ARME-20-80-80-7,100,92,8,218,201,17,58,55,3,20,8,8
CS-BEAL2-20-80-80-7,100,73,27,218,159,60,68,56,12,20,27,27
CS-BELE-20-80-80-7,100,71,29,218,155,63,68,56,12,20,29,29
CS-BENI-20-80-80-7,100,70,30,218,152,66,68,55,13,20,30,30
CS-BEOC2-20-80-80-7,100,51,49,218,112,106,68,44,24,20,49,49
CS-BEPA-20-80-80-7,100,51,49,218,112,106,68,44,24,20,49,49
CS-BETSPP-20-80-80-7,100,51,49,218,112,106,68,44,24,20,49,49
CS-CEOC-20-80-80-7,100,78,22,218,169,49,68,59,9,20,22,22
CS-CACA18-20-80-80-7,100,71,29,218,155,63,58,46,12,20,29,29
CS-CAAL27-20-80-80-7,100,85,15,218,185,34,58,52,6,20,15,15
CS-CACOL3-20-80-80-7,100,80,20,218,174,45,58,50,8,20,20,20
CS-CAGL8-20-80-80-7,100,80,20,218,174,45,58,50,8,20,20,20
CS-CAIL2-20-80-80-7,100,79,21,218,171,47,58,49,9,20,21,21
CS-CALA21-20-80-80-7,100,85,15,218,185,34,58,52,6,20,15,15
CS-CAOV2-20-80-80-7,100,82,18,218,180,39,58,51,7,20,18,18
CS-CARSPP-20-80-80-7,100,85,15,218,186,32,58,52,6,20,15,15
CS-CATE9-20-80-80-7,100,82,18,218,180,39,58,51,7,20,18,18
CS-CADE12-20-80-80-7,100,82,18,218,180,39,58,51,7,20,18,18
CS-CELA-20-80-80-7,100,79,21,218,171,47,58,49,9,20,21,21
CS-CECA4-20-80-80-7,100,78,22,218,169,49,58,49,9,20,22,22
CS-CHLA-20-80-80-7,100,96,4,218,209,9,44,42,1,20,4,4
CS-CHNO-20-80-80-7,100,58,42,218,126,92,44,28,15,20,42,42
CS-CHTH2-20-80-80-7,100,63,37,218,138,80,44,30,13,20,37,37
CS-CHCHC4-20-80-80-7,100,86,14,218,187,31,85,80,5,20,14,14
CS-CONU4-20-80-80-7,100,93,7,218,202,16,85,82,2,20,7,7
CS-CRASPP-20-80-80-7,100,93,7,218,202,16,50,47,3,20,7,7
CS-DIVI5-20-80-80-7,100,83,17,218,181,37,58,51,7,20,17,17
CS-FAGR-20-80-80-7,100,63,37,218,138,80,58,42,16,20,37,37
CS-FRAM2-20-80-80-7,100,84,16,218,183,35,58,51,6,20,16,16
CS-FRNI-20-80-80-7,100,78,22,218,169,49,58,49,9,20,22,22
CS-FRPE-20-80-80-7,100,81,19,218,178,40,58,50,7,20,19,19
CS-FRPR-20-80-80-7,100,80,20,218,174,45,58,50,8,20,20,20
CS-FRQU-20-80-80-7,100,71,29,218,155,63,58,46,12,20,29,29
CS-FRASPP-20-80-80-7,100,84,16,218,183,35,58,51,6,20,16,16
CS-GLTR-20-80-80-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-GOLA-20-80-80-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-GYDI-20-80-80-7,100,73,27,218,159,60,58,46,11,20,27,27
CS-HALSPP-20-80-80-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-ILOP-20-80-80-7,100,84,16,218,183,35,58,51,6,20,16,16
CS-JUCI-20-80-80-7,100,83,17,218,181,37,58,51,7,20,17,17
CS-JUNI-20-80-80-7,100,83,17,218,181,37,58,51,7,20,17,17
CS-JUOC-20-80-80-7,100,86,14,218,187,31,50,45,5,20,14,14
CS-JUVI-20-80-80-7,100,82,18,218,180,39,59,52,7,20,18,18
CS-LALA-20-80-80-7,100,73,27,218,159,60,38,29,9,20,27,27
CS-LALY-20-80-80-7,100,89,11,218,193,25,37,33,3,20,11,11
CS-LAOC-20-80-80-7,100,98,2,218,215,3,38,38,0,20,2,2
CS-CADE27-20-80-80-7,100,99,1,218,215,3,59,59,1,20,1,1
CS-LIST2-20-80-80-7,100,92,8,218,201,17,58,55,3,20,8,8
CS-LITU-20-80-80-7,100,89,11,218,193,25,58,53,4,20,11,11
CS-LIDE3-20-80-80-7,100,89,11,218,195,23,58,54,4,20,11,11
CS-MAPO-20-80-80-7,100,80,20,218,174,45,58,50,8,20,20,20
CS-MAAC-20-80-80-7,100,79,21,218,171,47,58,49,9,20,21,21
CS-MAGR4-20-80-80-7,100,75,25,218,164,54,58,48,10,20,25,25
CS-MAMA2-20-80-80-7,100,75,25,218,164,54,58,48,10,20,25,25
CS-MAGSPP-20-80-80-7,100,81,19,218,178,40,58,50,7,20,19,19
CS-MAVI2-20-80-80-7,100,82,18,218,180,39,58,51,7,20,18,18
CS-MALPRU-20-80-80-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-MALSPP-20-80-80-7,100,85,15,218,185,34,58,52,6,20,15,15
CS-MOAL-20-80-80-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-MORU2-20-80-80-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-MORSPP-20-80-80-7,100,75,25,218,164,54,58,48,10,20,25,25
CS-NYAQ2-20-80-80-7,100,91,9,218,199,19,58,54,3,20,9,9
CS-NYOG-20-80-80-7,100,91,9,218,199,19,58,54,3,20,9,9
CS-NYBI-20-80-80-7,100,91,9,218,199,19,58,54,3,20,9,9
CS-OSVI-20-80-80-7,100,80,20,218,174,45,58,50,8,20,20,20
CS-PATO2-20-80-80-7,100,89,11,218,193,25,58,53,4,20,11,11
CS-PEBO-20-80-80-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-PIAB-20-80-80-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PIEN-20-80-80-7,100,48,52,218,104,114,38,20,17,20,52,52
CS-PIGL-20-80-80-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PIMA-20-80-80-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PIPU-20-80-80-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PIRU-20-80-80-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PISI-20-80-80-7,100,20,80,218,44,175,38,9,29,20,80,80
CS-PIAL-20-80-80-7,100,84,16,218,184,34,41,36,5,20,16,16
CS-PIAT-20-80-80-7,100,71,29,218,155,63,45,35,10,20,29,29
CS-PIBA2-20-80-80-7,100,82,18,218,180,39,39,33,6,20,18,18
CS-PICL-20-80-80-7,100,78,22,218,169,49,39,31,7,20,22,22
CS-PICO-20-80-80-7,100,84,16,218,184,34,39,34,5,20,16,16
CS-PIEC2-20-80-80-7,100,80,20,218,174,45,49,42,8,20,20,20
CS-PIEL-20-80-80-7,100,91,9,218,198,20,49,46,3,20,9,9
CS-PIFL2-20-80-80-7,100,71,29,218,155,63,41,31,10,20,29,29
CS-PIGL2-20-80-80-7,100,78,22,218,169,49,39,31,7,20,22,22
CS-PIJE-20-80-80-7,100,94,6,218,205,14,55,53,2,20,6,6
CS-PILA-20-80-80-7,100,89,11,218,193,25,50,46,4,20,11,11
CS-PIMO3-20-80-80-7,100,78,22,218,169,49,38,31,7,20,22,22
CS-PIPA2-20-80-80-7,100,100,0,218,218,0,49,49,0,0,0,0
CS-PIPO-20-80-80-7,100,94,6,218,205,14,49,47,2,20,6,6
CS-PIPU5-20-80-80-7,100,82,18,218,180,39,39,33,6,20,18,18
CS-PIRE-20-80-80-7,100,85,15,218,185,34,39,34,5,20,15,15
CS-PIRI-20-80-80-7,100,86,14,218,187,31,39,34,4,20,14,14
CS-PISA2-20-80-80-7,100,75,25,218,164,54,49,40,9,20,25,25
CS-PISE-20-80-80-7,100,93,7,218,202,16,39,36,2,20,7,7
CS-PIST-20-80-80-7,100,86,14,218,187,31,38,34,4,20,14,14
CS-PISY-20-80-80-7,100,71,29,218,155,63,39,29,9,20,29,29
CS-PITA-20-80-80-7,100,89,11,218,195,23,49,46,4,20,11,11
CS-PIVI2-20-80-80-7,100,75,25,218,164,54,39,31,8,20,25,25
CS-PLOC-20-80-80-7,100,75,25,218,164,54,58,48,10,20,25,25
CS-POBA2-20-80-80-7,100,82,18,218,180,39,77,70,7,20,18,18
CS-POGR4-20-80-80-7,100,81,19,218,178,40,65,57,8,20,19,19
CS-POHE4-20-80-80-7,100,89,11,218,193,25,77,73,4,20,11,11
CS-POTR12-20-80-80-7,100,22,78,218,49,169,65,21,44,20,78,78
CS-PRAM-20-80-80-7,100,82,18,218,180,39,58,51,7,20,18,18
CS-PREM-20-80-80-7,100,93,7,218,202,16,50,47,3,20,7,7
CS-PRPE2-20-80-80-7,100,86,14,218,187,31,50,45,5,20,14,14
CS-PRSE2-20-80-80-7,100,71,29,218,155,63,50,39,11,20,29,29
CS-PRVI-20-80-80-7,100,82,18,218,180,39,50,43,7,20,18,18
CS-PSME-20-80-80-7,100,88,12,218,193,25,58,53,4,20,12,12
CS-QUAG-20-80-80-7,100,89,11,218,193,25,85,81,4,20,11,11
CS-QUBI-20-80-80-7,100,86,14,218,187,31,85,80,5,20,14,14
CS-QUCH2-20-80-80-7,100,61,39,218,134,84,85,68,16,20,39,39
CS-QUDU-20-80-80-7,100,75,25,218,164,54,85,76,9,20,25,25
CS-QUEL-20-80-80-7,100,81,19,218,176,42,85,78,7,20,19,19
CS-QUFA-20-80-80-7,100,85,15,218,186,32,85,80,5,20,15,15
CS-QUGA4-20-80-80-7,100,70,30,218,152,66,85,73,12,20,30,30
CS-QUIM-20-80-80-7,100,83,17,218,181,37,85,79,6,20,17,17
CS-QUIN-20-80-80-7,100,81,19,218,176,42,85,78,7,20,19,19
CS-QUKE-20-80-80-7,100,71,29,218,155,63,85,74,11,20,29,29
CS-QULA2-20-80-80-7,100,80,20,218,174,45,85,77,7,20,20,20
CS-QULA3-20-80-80-7,100,79,21,218,171,47,85,77,8,20,21,21
CS-QULO-20-80-80-7,100,85,15,218,185,34,85,79,5,20,15,15
CS-QULY-20-80-80-7,100,81,19,218,178,40,85,78,6,20,19,19
CS-QUMA2-20-80-80-7,100,84,16,218,183,35,85,79,5,20,16,16
CS-QUMI-20-80-80-7,100,87,13,218,189,29,85,80,4,20,13,13
CS-QUMU-20-80-80-7,100,84,16,218,183,35,85,79,5,20,16,16
CS-QUNI-20-80-80-7,100,79,21,218,171,47,85,77,8,20,21,21
CS-QUTE-20-80-80-7,100,71,29,218,155,63,85,74,11,20,29,29
CS-QUPA2-20-80-80-7,100,83,17,218,181,37,85,79,6,20,17,17
CS-QUPH-20-80-80-7,100,83,17,218,181,37,85,79,6,20,17,17
CS-QURU-20-80-80-7,100,84,16,218,183,35,85,79,5,20,16,16
CS-QUSH-20-80-80-7,100,80,20,218,174,45,85,77,7,20,20,20
CS-QUESPP-20-80-80-7,100,86,14,218,187,31,85,80,5,20,14,14
CS-QUST-20-80-80-7,100,85,15,218,186,32,85,80,5,20,15,15
CS-QUVI-20-80-80-7,100,85,15,218,185,34,85,79,5,20,15,15
CS-QUWI2-20-80-80-7,100,76,24,218,167,51,85,76,9,20,24,24
CS-ROPS-20-80-80-7,100,88,12,218,192,26,58,53,5,20,12,12
CS-SABE2-20-80-80-7,100,82,18,218,180,39,50,43,7,20,18,18
CS-SANI-20-80-80-7,100,82,18,218,180,39,50,43,7,20,18,18
CS-SALSPP-20-80-80-7,100,83,17,218,181,37,50,44,6,20,17,17
CS-SOAM3-20-80-80-7,100,82,18,218,180,39,58,51,7,20,18,18
CS-TABR2-20-80-80-7,100,63,37,218,138,80,50,35,14,20,37,37
CS-TADI2-20-80-80-7,100,63,37,218,138,80,58,42,16,20,37,37
CS-TAAS-20-80-80-7,100,84,16,218,183,35,58,51,6,20,16,16
CS-THOC2-20-80-80-7,100,63,37,218,138,80,59,43,16,20,37,37
CS-THPL-20-80-80-7,100,78,22,218,169,49,59,50,9,20,22,22
CS-TIAM-20-80-80-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-TSCA-20-80-80-7,100,81,19,218,178,40,69,62,8,20,19,19
CS-TSHE-20-80-80-7,100,82,18,218,180,39,69,62,7,20,18,18
CS-TSME-20-80-80-7,100,82,18,218,180,39,41,35,6,20,18,18
CS-ULAL-20-80-80-7,100,73,27,218,159,60,58,46,11,20,27,27
CS-ULAM-20-80-80-7,100,73,27,218,159,60,58,46,11,20,27,27
CS-ULPU-20-80-80-7,100,81,19,218,176,42,58,50,8,20,19,19
CS-ULRU-20-80-80-7,100,74,26,218,161,57,58,47,11,20,26,26
CS-ULMSPP-20-80-80-7,100,81,19,218,178,40,58,50,7,20,19,19
CS-ULTH-20-80-80-7,100,75,25,218,164,54,58,48,10,20,25,25
CS-UMCA-20-80-80-7,100,65,35,218,142,76,58,43,15,20,35,35
CS-ABAM-30-100-10-7,100,94,6,491,464,27,62,60,2,30,6,6
CS-ABBA-30-100-10-7,100,87,13,491,426,65,60,55,5,30,13,13
CS-ABCO-30-100-10-7,100,97,3,491,477,14,60,59,1,30,3,3
CS-ABGR-30-100-10-7,100,84,16,491,415,76,70,64,6,30,16,16
CS-ABLA-30-100-10-7,100,84,16,491,415,76,47,42,6,30,16,16
CS-ABMA-30-100-10-7,100,91,9,491,446,44,59,56,3,30,9,9
CS-ABPR-30-100-10-7,100,94,6,491,461,30,70,68,2,30,6,6
CS-ACBA3-30-100-10-7,100,85,15,491,417,74,88,83,5,30,15,15
CS-ACMA3-30-100-10-7,100,79,21,491,386,105,88,81,7,30,21,21
CS-ACNE2-30-100-10-7,100,89,11,491,437,54,88,85,3,30,11,11
CS-ACNI5-30-100-10-7,100,90,10,491,440,51,88,85,3,30,10,10
CS-ACPE-30-100-10-7,100,94,6,491,461,30,88,86,2,30,6,6
CS-ACSA2-30-100-10-7,100,87,13,491,426,65,88,84,4,30,13,13
CS-ACSA3-30-100-10-7,100,88,12,491,434,57,88,85,3,30,12,12
CS-ACSP2-30-100-10-7,100,92,8,491,453,38,88,86,2,30,8,8
CS-AEGL-30-100-10-7,100,90,10,491,443,48,73,70,4,30,10,10
CS-AEFL-30-100-10-7,100,95,5,491,467,24,73,72,2,30,5,5
CS-AIAL-30-100-10-7,100,95,5,491,467,24,73,72,2,30,5,5
CS-ALRH2-30-100-10-7,100,69,31,491,339,152,90,80,10,30,31,31
CS-ALRU2-30-100-10-7,100,69,31,491,339,152,90,80,10,30,31,31
CS-AMAR3-30-100-10-7,100,95,5,491,467,24,73,72,2,30,5,5
CS-ARME-30-100-10-7,100,97,3,491,474,17,73,72,1,30,3,3
CS-BEAL2-30-100-10-7,100,87,13,491,426,65,82,77,5,30,13,13
CS-BELE-30-100-10-7,100,86,14,491,422,69,82,77,5,30,14,14
CS-BENI-30-100-10-7,100,85,15,491,417,74,82,76,5,30,15,15
CS-BEOC2-30-100-10-7,100,69,31,491,339,152,82,69,13,30,31,31
CS-BEPA-30-100-10-7,100,69,31,491,339,152,82,69,13,30,31,31
CS-BETSPP-30-100-10-7,100,69,31,491,339,152,82,69,13,30,31,31
CS-CEOC-30-100-10-7,100,90,10,491,440,51,82,78,4,30,10,10
CS-CACA18-30-100-10-7,100,86,14,491,422,69,73,68,5,30,14,14
CS-CAAL27-30-100-10-7,100,93,7,491,458,33,73,71,2,30,7,7
CS-CACOL3-30-100-10-7,100,91,9,491,446,45,73,70,3,30,9,9
CS-CAGL8-30-100-10-7,100,91,9,491,446,45,73,70,3,30,9,9
CS-CAIL2-30-100-10-7,100,90,10,491,443,48,73,70,4,30,10,10
CS-CALA21-30-100-10-7,100,93,7,491,458,33,73,71,2,30,7,7
CS-CAOV2-30-100-10-7,100,92,8,491,453,38,73,70,3,30,8,8
CS-CARSPP-30-100-10-7,100,94,6,491,460,31,73,71,2,30,6,6
CS-CATE9-30-100-10-7,100,92,8,491,453,38,73,70,3,30,8,8
CS-CADE12-30-100-10-7,100,92,8,491,453,38,73,70,3,30,8,8
CS-CELA-30-100-10-7,100,90,10,491,443,48,73,70,4,30,10,10
CS-CECA4-30-100-10-7,100,90,10,491,440,51,73,69,4,30,10,10
CS-CHLA-30-100-10-7,100,98,2,491,480,11,57,57,1,30,2,2
CS-CHNO-30-100-10-7,100,75,25,491,369,122,57,47,10,30,25,25
CS-CHTH2-30-100-10-7,100,80,20,491,393,98,57,49,8,30,20,20
CS-CHCHC4-30-100-10-7,100,94,6,491,461,30,98,97,1,30,6,6
CS-CONU4-30-100-10-7,100,97,3,491,475,16,98,97,0,30,3,3
CS-CRASPP-30-100-10-7,100,97,3,491,475,16,64,63,1,30,3,3
CS-DIVI5-30-100-10-7,100,93,7,491,455,36,73,71,3,30,7,7
CS-FAGR-30-100-10-7,100,80,20,491,393,98,73,65,8,30,20,20
CS-FRAM2-30-100-10-7,100,93,7,491,456,34,73,71,3,30,7,7
